N1,N2,N3,N4,N5,userLevelByHuman
0.0,0.15,0.401,0.001,0.002,1
0.5,0.569,0.001,0.0,0.0,1
0.0,0.149,0.4,0.001,0.002,1
0.0,0.0,0.001,0.0,0.2,1
0.001,0.149,0.401,0.0,0.0,1
0.001,0.501,0.002,0.001,0.001,1
0.002,0.5,0.0,0.0,0.0,1
0.001,0.151,0.401,0.0,0.0,1
0.001,0.151,0.4,0.0,0.0,1
1.001,0.0,0.001,0.002,0.0,1
0.0,0.499,0.0,0.0,0.0,1
0.0,0.15,0.4,0.001,0.001,1
0.0,0.151,0.401,0.0,0.0,1
1.0,0.0,0.0,0.002,0.0,1
0.002,0.149,0.4,0.001,0.004,1
0.003,0.5,0.0,0.001,0.001,1
0.002,0.5,0.001,0.0,0.001,1
0.0,0.15,0.399,0.001,0.002,1
0.5,0.569,0.0,0.0,0.001,1
0.0,0.15,0.4,0.001,0.0,1
1.0,0.0,0.0,0.002,0.0,1
0.0,0.5,0.0,0.001,0.0,1
0.001,0.15,0.401,0.0,0.002,1
0.001,0.151,0.4,0.0,0.001,1
0.003,0.15,0.401,0.0,0.001,1
0.002,0.5,0.001,0.001,0.001,1
0.001,0.15,0.399,0.001,0.002,1
0.499,0.57,0.001,0.001,0.0,1
0.001,0.399,0.001,0.0,0.0,1
0.0,0.15,0.401,0.0,0.0,1
0.001,0.15,0.399,0.0,0.002,1
0.0,0.15,0.4,0.001,0.0,1
0.5,0.57,0.0,0.0,0.001,1
0.0,0.0,0.001,0.0,0.2,1
0.0,0.15,0.4,0.0,0.004,1
0.999,0.0,0.001,0.001,0.001,1
0.0,0.149,0.4,0.001,0.004,1
0.001,0.149,0.402,0.0,0.0,1
0.0,0.151,0.401,0.001,0.001,1
0.0,0.0,0.002,0.003,0.2,1
0.5,0.571,0.0,0.001,0.0,1
0.5,0.57,0.001,0.0,0.002,1
0.001,0.15,0.398,0.0,0.002,1
0.0,0.5,0.0,0.0,0.002,1
0.0,0.149,0.4,0.0,0.001,1
0.0,0.001,0.0,0.001,0.201,1
0.0,0.15,0.4,0.001,0.002,1
0.001,0.151,0.399,0.0,0.0,1
0.001,0.498,0.0,0.001,0.0,1
0.001,0.15,0.401,0.001,0.0,1
0.002,0.5,0.001,0.0,0.0,1
0.0,0.15,0.4,0.0,0.002,1
0.001,0.149,0.4,0.0,0.002,1
0.001,0.5,0.002,0.0,0.0,1
0.0,0.15,0.4,0.0,0.002,1
0.0,0.148,0.401,0.0,0.0,1
0.0,0.501,0.0,0.001,0.0,1
0.001,0.5,0.0,0.0,0.001,1
1.0,0.0,0.0,0.002,0.001,1
0.0,0.15,0.4,0.001,0.004,1
1.0,0.0,0.001,0.002,0.001,1
1.0,0.001,0.0,0.003,0.0,1
0.001,0.15,0.401,0.001,0.002,1
0.002,0.5,0.0,0.001,0.0,1
0.001,0.398,0.001,0.001,0.0,1
0.999,0.001,0.0,0.0,0.001,1
0.001,0.5,0.0,0.001,0.0,1
0.002,0.5,0.0,0.001,0.001,1
0.001,0.501,0.0,0.001,0.0,1
1.001,0.001,0.0,0.002,0.0,1
0.0,0.15,0.4,0.0,0.001,1
0.002,0.5,0.0,0.001,0.001,1
0.999,0.0,0.0,0.001,0.0,1
0.002,0.151,0.401,0.0,0.0,1
0.0,0.5,0.001,0.0,0.0,1
0.002,0.5,0.0,0.001,0.001,1
0.0,0.151,0.401,0.0,0.0,1
0.001,0.5,0.0,0.0,0.0,1
0.001,0.501,0.001,0.0,0.0,1
0.0,0.501,0.0,0.001,0.0,1
1.0,0.0,0.0,0.002,0.001,1
0.0,0.151,0.4,0.0,0.0,1
0.0,0.15,0.4,0.001,0.002,1
0.0,0.15,0.402,0.0,0.001,1
0.0,0.501,0.001,0.001,0.0,1
0.0,0.499,0.0,0.001,0.001,1
0.002,0.5,0.001,0.001,0.001,1
0.5,0.57,0.0,0.001,0.002,1
0.0,0.0,0.002,0.001,0.2,1
0.0,0.15,0.4,0.002,0.001,1
0.0,0.0,0.002,0.003,0.2,1
0.0,0.501,0.0,0.001,0.001,1
0.003,0.5,0.001,0.001,0.001,1
0.0,0.152,0.4,0.0,0.001,1
0.001,0.001,0.0,0.002,0.2,1
0.001,0.5,0.0,0.001,0.0,1
0.0,0.148,0.401,0.0,0.001,1
0.001,0.149,0.401,0.001,0.004,1
0.0,0.151,0.401,0.002,0.001,1
0.002,0.5,0.001,0.0,0.002,1
0.0,0.501,0.0,0.001,0.002,1
0.001,0.148,0.4,0.0,0.0,1
0.5,0.57,0.001,0.001,0.002,1
0.001,0.149,0.402,0.001,0.004,1
0.499,0.57,0.003,0.0,0.001,1
0.002,0.15,0.4,0.0,0.001,1
0.001,0.149,0.4,0.001,0.002,1
0.001,0.5,0.0,0.0,0.001,1
0.001,0.15,0.401,0.001,0.001,1
0.501,0.571,0.001,0.001,0.002,1
0.999,0.001,0.0,0.003,0.0,1
0.002,0.151,0.401,0.001,0.0,1
0.003,0.5,0.0,0.001,0.001,1
0.001,0.151,0.401,0.0,0.001,1
0.0,0.148,0.399,0.0,0.004,1
0.001,0.5,0.001,0.001,0.0,1
0.001,0.15,0.401,0.001,0.001,1
0.001,0.5,0.002,0.001,0.0,1
0.002,0.151,0.401,0.0,0.0,1
0.001,0.001,0.0,0.001,0.2,1
0.0,0.15,0.402,0.0,0.0,1
0.999,0.001,0.0,0.001,0.0,1
0.001,0.4,0.002,0.001,0.0,1
0.001,0.151,0.4,0.002,0.002,1
0.001,0.4,0.001,0.0,0.0,1
0.001,0.5,0.0,0.001,0.002,1
0.001,0.15,0.4,0.0,0.002,1
0.001,0.15,0.401,0.0,0.001,1
1.0,0.001,0.0,0.003,0.001,1
0.002,0.5,0.001,0.0,0.0,1
0.002,0.4,0.002,0.001,0.0,1
0.0,0.5,0.0,0.001,0.0,1
0.0,0.151,0.401,0.0,0.0,1
0.999,0.0,0.001,0.002,0.0,1
0.5,0.57,0.003,0.001,0.001,1
0.001,0.5,0.001,0.0,0.0,1
0.0,0.148,0.4,0.0,0.0,1
0.001,0.499,0.0,0.001,0.0,1
0.001,0.149,0.4,0.0,0.0,1
0.001,0.149,0.4,0.0,0.001,1
0.001,0.151,0.399,0.001,0.0,1
0.001,0.152,0.398,0.0,0.001,1
0.0,0.15,0.4,0.0,0.001,1
0.0,0.15,0.4,0.001,0.002,1
0.499,0.57,0.001,0.001,0.001,1
0.001,0.5,0.001,0.001,0.0,1
0.001,0.151,0.399,0.0,0.001,1
0.001,0.151,0.399,0.0,0.0,1
0.0,0.5,0.001,0.001,0.001,1
0.0,0.148,0.401,0.0,0.001,1
0.0,0.0,0.001,0.002,0.201,1
0.001,0.151,0.399,0.001,0.002,1
0.0,0.151,0.399,0.001,0.002,1
0.002,0.15,0.399,0.0,0.0,1
0.0,0.0,0.002,0.001,0.199,1
0.5,0.57,0.0,0.0,0.001,1
0.001,0.4,0.001,0.001,0.001,1
0.0,0.149,0.401,0.0,0.004,1
0.001,0.149,0.4,0.0,0.002,1
0.0,0.15,0.401,0.0,0.001,1
0.001,0.148,0.399,0.0,0.004,1
0.0,0.4,0.0,0.001,0.0,1
1.001,0.0,0.001,0.002,0.0,1
0.001,0.5,0.0,0.001,0.001,1
0.001,0.15,0.4,0.001,0.002,1
0.0,0.15,0.401,0.001,0.0,1
0.002,0.5,0.001,0.002,0.001,1
0.001,0.5,0.001,0.001,0.0,1
0.0,0.151,0.401,0.001,0.0,1
0.0,0.0,0.002,0.0,0.2,1
0.001,0.15,0.4,0.001,0.001,1
0.001,0.15,0.4,0.0,0.0,1
0.001,0.15,0.4,0.001,0.002,1
0.0,0.148,0.401,0.001,0.001,1
0.0,0.149,0.4,0.0,0.002,1
0.002,0.151,0.4,0.0,0.0,1
0.0,0.151,0.4,0.0,0.001,1
0.001,0.5,0.002,0.001,0.001,1
0.0,0.149,0.4,0.001,0.003,1
0.001,0.148,0.402,0.0,0.0,1
0.0,0.15,0.401,0.001,0.001,1
0.0,0.15,0.4,0.001,0.0,1
0.0,0.15,0.4,0.0,0.001,1
0.0,0.001,0.001,0.002,0.201,1
0.0,0.15,0.401,0.002,0.001,1
0.5,0.571,0.001,0.0,0.0,1
0.999,0.0,0.001,0.001,0.0,1
0.999,0.0,0.001,0.001,0.001,1
0.0,0.15,0.4,0.001,0.002,1
0.0,0.151,0.402,0.0,0.002,1
0.0,0.15,0.401,0.0,0.001,1
0.5,0.57,0.001,0.0,0.002,1
0.0,0.001,0.002,0.002,0.2,1
0.001,0.151,0.4,0.0,0.001,1
0.0,0.151,0.402,0.0,0.001,1
0.002,0.5,0.0,0.001,0.0,1
0.001,0.5,0.001,0.001,0.001,1
0.002,0.151,0.401,0.0,0.001,1
0.501,0.57,0.002,0.0,0.001,1
0.001,0.149,0.4,0.001,0.002,1
0.001,0.151,0.4,0.002,0.003,1
0.0,0.001,0.001,0.002,0.201,1
0.0,0.502,0.0,0.001,0.002,1
0.001,0.5,0.002,0.002,0.0,1
0.999,0.0,0.001,0.001,0.002,1
1.0,0.001,0.001,0.001,0.001,1
0.001,0.15,0.401,0.001,0.0,1
0.0,0.151,0.402,0.0,0.0,1
0.5,0.57,0.0,0.002,0.002,1
0.0,0.151,0.4,0.0,0.002,1
1.0,0.0,0.0,0.003,0.0,1
1.001,0.0,0.0,0.002,0.0,1
0.0,0.151,0.4,0.001,0.002,1
0.0,0.151,0.401,0.001,0.0,1
0.0,0.5,0.0,0.001,0.001,1
0.5,0.57,0.0,0.001,0.0,1
0.0,0.148,0.4,0.0,0.001,1
0.001,0.149,0.4,0.0,0.004,1
0.001,0.149,0.399,0.001,0.002,1
0.9999999999999999,0.0,0.0,0.001,0.0,1
0.0,0.15,0.401,0.001,0.003,1
0.001,0.001,0.002,0.003,0.2,1
0.0,0.147,0.4,0.0,0.001,1
0.0,0.501,0.001,0.002,0.0,1
0.0,0.15,0.4,0.001,0.003,1
0.002,0.152,0.4,0.0,0.0,1
0.0,0.502,0.0,0.001,0.0,1
0.001,0.151,0.399,0.0,0.0,1
0.0,0.15,0.4,0.0,0.003,1
0.0,0.151,0.4,0.0,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.0,0.152,0.399,0.0,0.001,1
0.0,0.15,0.4,0.001,0.002,1
0.001,0.151,0.4,0.001,0.0,1
0.5,0.57,0.001,0.001,0.003,1
0.0,0.15,0.4,0.001,0.002,1
0.001,0.148,0.399,0.0,0.004,1
1.001,0.0,0.0,0.0,0.0,1
0.003,0.499,0.001,0.001,0.001,1
0.998,0.0,0.0,0.0,0.0,1
0.0,0.152,0.401,0.0,0.001,1
0.501,0.571,0.001,0.0,0.0,1
1.0,0.0,0.0,0.003,0.0,1
0.0,0.501,0.0,0.002,0.0,1
0.002,0.151,0.401,0.001,0.0,1
0.001,0.5,0.002,0.001,0.0,1
0.0,0.151,0.401,0.0,0.0,1
0.0,0.149,0.401,0.001,0.002,1
0.0,0.151,0.401,0.0,0.0,1
0.0,0.5,0.001,0.001,0.0,1
0.001,0.398,0.001,0.001,0.001,1
0.001,0.151,0.399,0.0,0.001,1
0.0,0.501,0.001,0.0,0.0,1
1.001,0.001,0.0,0.003,0.0,1
0.001,0.4,0.001,0.0,0.001,1
0.002,0.151,0.401,0.001,0.0,1
0.002,0.151,0.401,0.0,0.001,1
0.0,0.001,0.002,0.003,0.2,1
0.0,0.501,0.001,0.0,0.0,1
0.0,0.15,0.4,0.001,0.002,1
0.001,0.151,0.401,0.0,0.001,1
0.0,0.5,0.0,0.0,0.0,1
0.5,0.57,0.001,0.0,0.001,1
0.0,0.148,0.4,0.0,0.002,1
0.0,0.148,0.398,0.0,0.004,1
0.0,0.148,0.4,0.0,0.001,1
0.0,0.151,0.401,0.0,0.0,1
0.0,0.5,0.001,0.001,0.0,1
0.001,0.399,0.001,0.0,0.001,1
0.999,0.002,0.0,0.001,0.0,1
0.001,0.4,0.001,0.002,0.001,1
0.001,0.399,0.001,0.001,0.001,1
0.001,0.4,0.002,0.001,0.001,1
0.0,0.499,0.0,0.0,0.0,1
1.0,0.001,0.0,0.002,0.0,1
0.0,0.151,0.4,0.001,0.001,1
1.0,0.001,0.0,0.002,0.001,1
0.0,0.5,0.001,0.001,0.001,1
0.0,0.151,0.401,0.0,0.001,1
0.0,0.15,0.4,0.0,0.003,1
0.001,0.5,0.002,0.001,0.002,1
0.001,0.15,0.401,0.0,0.0,1
0.0,0.151,0.4,0.0,0.001,1
0.001,0.151,0.4,0.001,0.003,1
0.0,0.15,0.4,0.0,0.0,1
0.0,0.001,0.002,0.003,0.199,1
0.0,0.5,0.001,0.002,0.0,1
0.001,0.15,0.4,0.001,0.002,1
1.0,0.0,0.0,0.003,0.001,1
0.001,0.5,0.001,0.0,0.0,1
0.001,0.399,0.0,0.0,0.0,1
0.0,0.15,0.4,0.002,0.003,1
0.002,0.501,0.0,0.002,0.0,1
0.001,0.151,0.4,0.0,0.0,1
0.0,0.501,0.0,0.001,0.001,1
1.001,0.0,0.0,0.001,0.001,1
0.001,0.149,0.4,0.0,0.001,1
0.0,0.501,0.0,0.001,0.0,1
0.999,0.001,0.0,0.001,0.001,1
0.5,0.57,0.001,0.001,0.002,1
0.002,0.502,0.0,0.002,0.0,1
0.0,0.001,0.0,0.0,0.199,1
0.0,0.15,0.4,0.002,0.002,1
0.0,0.0,0.002,0.003,0.2,1
0.0,0.399,0.0,0.001,0.0,1
0.0,0.499,0.0,0.001,0.002,1
0.999,0.0,0.0,0.0,0.0,1
0.0,0.148,0.401,0.001,0.001,1
0.0,0.151,0.4,0.002,0.001,1
0.001,0.501,0.0,0.001,0.0,1
0.002,0.15,0.4,0.001,0.001,1
0.999,0.0,0.0,0.002,0.0,1
0.0,0.151,0.4,0.0,0.0,1
0.0,0.15,0.402,0.001,0.002,1
0.002,0.401,0.001,0.001,0.0,1
0.0,0.151,0.4,0.002,0.002,1
1.001,0.0,0.0,0.001,0.001,1
0.001,0.151,0.4,0.001,0.002,1
0.0,0.15,0.403,0.0,0.001,1
0.0,0.399,0.0,0.002,0.0,1
0.999,0.001,0.001,0.003,0.0,1
0.001,0.501,0.0,0.001,0.0,1
0.001,0.15,0.4,0.0,0.001,1
0.001,0.398,0.001,0.002,0.001,1
0.0,0.152,0.401,0.001,0.001,1
0.001,0.151,0.401,0.001,0.001,1
0.0,0.15,0.402,0.0,0.0,1
0.001,0.5,0.001,0.0,0.0,1
0.001,0.149,0.401,0.0,0.0,1
0.001,0.5,0.001,0.0,0.001,1
1.0,0.001,0.0,0.002,0.0,1
0.002,0.4,0.002,0.0,0.0,1
0.002,0.501,0.0,0.001,0.0,1
0.001,0.501,0.002,0.001,0.0,1
1.0,0.0,0.0,0.002,0.001,1
0.001,0.15,0.401,0.0,0.0,1
0.001,0.149,0.402,0.001,0.003,1
0.499,0.57,0.001,0.0,0.001,1
0.001,0.149,0.4,0.0,0.003,1
0.002,0.149,0.4,0.0,0.001,1
0.001,0.399,0.002,0.001,0.0,1
0.001,0.5,0.002,0.001,0.0,1
0.999,0.001,0.0,0.0,0.0,1
0.0,0.153,0.401,0.0,0.0,1
0.499,0.571,0.0,0.0,0.0,1
0.0,0.152,0.401,0.001,0.0,1
0.001,0.151,0.399,0.001,0.002,1
0.5,0.57,0.002,0.0,0.001,1
0.0,0.0,0.001,0.003,0.2,1
0.001,0.5,0.002,0.001,0.001,1
0.0,0.501,0.001,0.0,0.001,1
0.999,0.0,0.0,0.001,0.001,1
0.001,0.151,0.401,0.0,0.0,1
0.0,0.5,0.0,0.002,0.0,1
0.001,0.152,0.4,0.001,0.002,1
0.0,0.149,0.4,0.0,0.002,1
0.0,0.001,0.0,0.002,0.201,1
1.001,0.001,0.0,0.002,0.001,1
0.001,0.148,0.399,0.001,0.004,1
0.5,0.57,0.001,0.0,0.0,1
0.001,0.5,0.001,0.0,0.001,1
0.0,0.151,0.402,0.0,0.001,1
0.0,0.149,0.4,0.0,0.003,1
0.0,0.5,0.001,0.0,0.001,1
0.0,0.151,0.403,0.0,0.0,1
0.002,0.401,0.0,0.001,0.0,1
0.0,0.151,0.4,0.001,0.0,1
0.0,0.149,0.4,0.001,0.0,1
0.0,0.399,0.0,0.002,0.0,1
0.0,0.151,0.4,0.0,0.002,1
0.001,0.398,0.0,0.0,0.0,1
0.0,0.001,0.002,0.003,0.199,1
0.002,0.5,0.001,0.0,0.0,1
0.0,0.149,0.399,0.0,0.002,1
0.998,0.0,0.001,0.001,0.001,1
0.0,0.15,0.402,0.0,0.0,1
0.999,0.0,0.001,0.0,0.0,1
0.5,0.569,0.0,0.0,0.002,1
0.0,0.001,0.003,0.002,0.2,1
0.0,0.151,0.4,0.001,0.001,1
0.0,0.5,0.0,0.0,0.001,1
0.001,0.5,0.001,0.001,0.001,1
0.999,0.0,0.001,0.001,0.001,1
1.0,0.0,0.001,0.001,0.0,1
0.0,0.151,0.4,0.001,0.002,1
0.001,0.148,0.399,0.001,0.004,1
0.0,0.501,0.001,0.001,0.001,1
0.0,0.149,0.401,0.0,0.003,1
0.001,0.15,0.4,0.001,0.001,1
0.001,0.399,0.002,0.0,0.001,1
0.001,0.501,0.001,0.0,0.001,1
1.0,0.0,0.0,0.0,0.0,1
0.001,0.15,0.402,0.0,0.001,1
0.001,0.15,0.4,0.001,0.0,1
0.0,0.501,0.001,0.002,0.0,1
0.0,0.149,0.401,0.001,0.003,1
0.0,0.149,0.4,0.001,0.002,1
0.001,0.15,0.4,0.0,0.0,1
0.499,0.57,0.002,0.0,0.001,1
0.001,0.15,0.401,0.0,0.0,1
0.002,0.15,0.401,0.0,0.001,1
0.0,0.5,0.0,0.001,0.002,1
0.0,0.151,0.4,0.001,0.002,1
0.002,0.502,0.0,0.003,0.0,1
0.001,0.151,0.4,0.001,0.002,1
0.0,0.001,0.0,0.002,0.202,1
0.0,0.15,0.4,0.0,0.003,1
0.0,0.15,0.398,0.0,0.0,1
0.003,0.5,0.0,0.001,0.001,1
0.001,0.151,0.4,0.001,0.002,1
0.5,0.57,0.0,0.001,0.002,1
0.001,0.4,0.003,0.001,0.001,1
0.0,0.0,0.0,0.0,0.2,1
0.0,0.15,0.401,0.001,0.0,1
0.0,0.15,0.4,0.0,0.004,1
1.0019999999999998,0.0,0.0,0.001,0.001,1
0.0,0.15,0.4,0.0,0.005,1
1.0,0.001,0.0,0.001,0.0,1
0.0,0.15,0.4,0.001,0.001,1
0.001,0.15,0.401,0.001,0.002,1
0.001,0.501,0.001,0.0,0.0,1
0.0,0.15,0.401,0.001,0.001,1
1.0,0.0,0.001,0.003,0.0,1
0.0,0.152,0.401,0.001,0.002,1
0.0,0.149,0.402,0.0,0.0,1
0.0,0.001,0.0,0.002,0.201,1
0.001,0.502,0.001,0.0,0.001,1
0.0,0.5,0.0,0.0,0.0,1
0.001,0.5,0.001,0.0,0.001,1
0.001,0.399,0.002,0.001,0.001,1
0.0,0.15,0.401,0.002,0.003,1
0.001,0.501,0.0,0.002,0.0,1
0.0,0.499,0.0,0.001,0.0,1
0.001,0.399,0.001,0.0,0.001,1
0.0,0.15,0.4,0.0,0.004,1
0.001,0.399,0.001,0.0,0.002,1
1.0,0.0,0.001,0.004,0.0,1
0.0,0.15,0.4,0.0,0.002,1
0.002,0.4,0.002,0.002,0.0,1
0.0,0.149,0.402,0.0,0.001,1
0.0,0.15,0.399,0.0,0.001,1
0.0,0.499,0.001,0.001,0.001,1
0.001,0.15,0.4,0.002,0.002,1
0.0,0.148,0.401,0.0,0.001,1
0.001,0.15,0.401,0.001,0.0,1
0.001,0.0,0.002,0.003,0.2,1
0.0,0.15,0.4,0.0,0.0,1
0.0,0.15,0.4,0.002,0.004,1
1.0,0.0,0.0,0.002,0.001,1
0.0,0.149,0.4,0.0,0.004,1
0.002,0.15,0.4,0.001,0.001,1
0.001,0.148,0.4,0.0,0.001,1
0.001,0.399,0.001,0.001,0.0,1
0.001,0.151,0.399,0.0,0.001,1
0.001,0.151,0.401,0.0,0.001,1
0.0,0.5,0.0,0.001,0.0,1
0.001,0.151,0.4,0.001,0.001,1
0.0,0.151,0.401,0.001,0.0,1
1.001,0.001,0.001,0.003,0.0,1
0.0,0.151,0.403,0.001,0.0,1
0.001,0.15,0.4,0.0,0.0,1
0.0,0.15,0.4,0.001,0.003,1
0.001,0.15,0.401,0.0,0.0,1
0.001,0.15,0.399,0.001,0.002,1
0.5,0.571,0.001,0.001,0.001,1
0.0,0.5,0.0,0.001,0.0,1
0.999,0.0,0.0,0.001,0.0,1
0.001,0.152,0.401,0.0,0.001,1
0.0,0.5,0.0,0.001,0.001,1
0.001,0.149,0.4,0.0,0.004,1
0.0,0.499,0.0,0.002,0.001,1
0.0,0.149,0.402,0.0,0.001,1
0.0,0.5,0.0,0.0,0.0,1
0.5,0.57,0.003,0.0,0.001,1
0.0,0.15,0.401,0.0,0.001,1
0.999,0.001,0.0,0.0,0.0,1
0.0,0.15,0.4,0.0,0.003,1
0.0,0.15,0.398,0.001,0.0,1
0.5,0.57,0.0,0.0,0.002,1
0.001,0.149,0.4,0.0,0.001,1
0.998,0.0,0.0,0.001,0.001,1
0.0,0.15,0.4,0.0,0.001,1
0.001,0.149,0.401,0.001,0.002,1
0.0,0.15,0.4,0.001,0.001,1
0.0,0.001,0.0,0.001,0.199,1
0.001,0.152,0.401,0.0,0.0,1
0.002,0.149,0.401,0.001,0.004,1
0.002,0.5,0.001,0.001,0.0,1
0.002,0.499,0.001,0.001,0.0,1
0.0,0.501,0.001,0.001,0.001,1
0.001,0.152,0.401,0.0,0.0,1
0.0,0.501,0.0,0.001,0.002,1
0.0,0.151,0.4,0.001,0.001,1
0.0,0.15,0.401,0.001,0.001,1
0.001,0.5,0.002,0.002,0.0,1
0.0,0.499,0.0,0.0,0.001,1
0.001,0.501,0.0,0.0,0.0,1
0.002,0.15,0.401,0.001,0.001,1
0.001,0.15,0.4,0.001,0.0,1
0.001,0.151,0.403,0.0,0.0,1
0.999,0.001,0.0,0.0,0.001,1
0.0,0.15,0.4,0.001,0.002,1
0.001,0.5,0.001,0.0,0.0,1
0.0,0.149,0.4,0.001,0.002,1
0.5,0.57,0.002,0.0,0.0,1
0.0,0.15,0.403,0.001,0.002,1
0.0,0.148,0.4,0.0,0.001,1
1.0,0.001,0.0,0.001,0.0,1
0.001,0.15,0.4,0.001,0.002,1
1.001,0.0,0.001,0.002,0.001,1
0.0,0.15,0.4,0.001,0.003,1
0.002,0.149,0.401,0.0,0.004,1
0.0,0.151,0.4,0.0,0.0,1
1.001,0.001,0.0,0.003,0.0,1
0.001,0.5,0.0,0.0,0.002,1
0.001,0.152,0.4,0.0,0.0,1
0.001,0.15,0.403,0.0,0.001,1
0.0,0.399,0.002,0.001,0.0,1
0.0,0.399,0.001,0.002,0.0,1
0.999,0.001,0.001,0.0,0.0,1
0.0,0.001,0.0,0.001,0.199,1
0.0,0.001,0.002,0.003,0.2,1
0.0,0.501,0.001,0.0,0.0,1
0.001,0.399,0.002,0.001,0.0,1
0.001,0.149,0.4,0.0,0.002,1
0.5,0.57,0.002,0.001,0.002,1
1.0,0.0,0.001,0.002,0.0,1
0.001,0.5,0.001,0.001,0.001,1
0.003,0.151,0.401,0.001,0.0,1
0.001,0.151,0.399,0.001,0.0,1
0.0,0.5,0.0,0.0,0.0,1
1.0,0.001,0.001,0.001,0.0,1
0.5,0.57,0.0,0.0,0.001,1
0.002,0.499,0.0,0.001,0.001,1
0.999,0.001,0.001,0.001,0.0,1
0.498,0.57,0.001,0.001,0.001,1
0.001,0.5,0.001,0.001,0.0,1
0.0,0.0,0.002,0.0,0.199,1
0.0,0.501,0.002,0.0,0.0,1
0.001,0.501,0.0,0.0,0.0,1
0.0,0.0,0.001,0.0,0.2,1
0.001,0.151,0.399,0.001,0.0,1
0.001,0.4,0.002,0.0,0.0,1
0.9999999999999999,0.0,0.0,0.0,0.0,1
0.501,0.57,0.003,0.001,0.001,1
0.001,0.15,0.399,0.001,0.002,1
1.0,0.001,0.0,0.003,0.001,1
0.0,0.15,0.401,0.0,0.0,1
0.0,0.5,0.001,0.002,0.0,1
0.0,0.001,0.001,0.003,0.2,1
0.001,0.501,0.001,0.0,0.001,1
0.0,0.15,0.402,0.0,0.0,1
0.001,0.149,0.4,0.0,0.001,1
0.001,0.15,0.4,0.0,0.004,1
0.002,0.503,0.0,0.002,0.0,1
0.0,0.0,0.002,0.0,0.2,1
0.0,0.15,0.402,0.0,0.0,1
0.499,0.57,0.001,0.0,0.002,1
0.0,0.151,0.402,0.001,0.0,1
0.001,0.399,0.001,0.001,0.001,1
0.501,0.57,0.003,0.0,0.001,1
0.0,0.5,0.001,0.0,0.0,1
0.001,0.499,0.002,0.001,0.002,1
0.0,0.151,0.404,0.0,0.0,1
1.0,0.001,0.001,0.003,0.001,1
0.001,0.502,0.001,0.0,0.001,1
0.0,0.001,0.001,0.002,0.199,1
0.003,0.15,0.401,0.001,0.001,1
1.0,0.0,0.001,0.003,0.001,1
0.0,0.15,0.401,0.001,0.001,1
0.0,0.151,0.401,0.0,0.0,1
0.001,0.501,0.001,0.001,0.001,1
0.001,0.5,0.001,0.002,0.0,1
0.001,0.149,0.401,0.0,0.004,1
0.0,0.5,0.0,0.001,0.002,1
0.001,0.15,0.4,0.001,0.003,1
0.001,0.15,0.403,0.001,0.001,1
0.5,0.57,0.001,0.001,0.001,1
0.0,0.502,0.0,0.0,0.0,1
0.001,0.148,0.4,0.001,0.002,1
0.0,0.001,0.001,0.003,0.199,1
0.0,0.152,0.401,0.002,0.0,1
0.0,0.001,0.0,0.0,0.2,1
0.001,0.149,0.4,0.001,0.004,1
0.0,0.001,0.001,0.003,0.2,1
0.002,0.499,0.0,0.001,0.0,1
0.001,0.149,0.4,0.001,0.004,1
0.0,0.15,0.4,0.0,0.004,1
1.0,0.001,0.001,0.002,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.0,0.148,0.4,0.0,0.0,1
0.0,0.149,0.4,0.001,0.004,1
0.0,0.15,0.4,0.001,0.004,1
0.001,0.15,0.399,0.0,0.001,1
0.999,0.0,0.002,0.001,0.0,1
0.001,0.5,0.0,0.0,0.001,1
0.499,0.569,0.001,0.0,0.001,1
0.001,0.15,0.401,0.001,0.002,1
0.0,0.5,0.001,0.002,0.001,1
0.001,0.4,0.001,0.0,0.0,1
0.0,0.499,0.0,0.0,0.0,1
0.001,0.151,0.401,0.0,0.0,1
0.001,0.148,0.4,0.001,0.004,1
0.002,0.398,0.0,0.0,0.0,1
0.0,0.5,0.0,0.001,0.0,1
1.001,0.001,0.0,0.001,0.0,1
0.002,0.499,0.0,0.0,0.0,1
0.001,0.15,0.403,0.001,0.002,1
0.5,0.57,0.002,0.0,0.0,1
0.998,0.001,0.001,0.0,0.0,1
0.001,0.5,0.002,0.001,0.001,1
0.001,0.399,0.001,0.001,0.001,1
0.001,0.499,0.001,0.002,0.0,1
0.001,0.398,0.001,0.001,0.0,1
0.0,0.152,0.402,0.0,0.001,1
0.0,0.149,0.402,0.001,0.001,1
0.0,0.149,0.4,0.001,0.002,1
0.0,0.149,0.4,0.001,0.002,1
0.001,0.151,0.399,0.0,0.001,1
0.001,0.501,0.002,0.001,0.0,1
1.0,0.0,0.0,0.001,0.001,1
0.0,0.15,0.4,0.0,0.0,1
0.0,0.151,0.4,0.001,0.0,1
0.002,0.152,0.401,0.0,0.0,1
0.0,0.5,0.0,0.0,0.001,1
0.9999999999999999,0.0,0.0,0.002,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.0,0.151,0.399,0.001,0.001,1
0.0,0.149,0.399,0.001,0.002,1
0.0,0.002,0.0,0.002,0.201,1
1.0,0.001,0.0,0.002,0.001,1
0.0,0.15,0.4,0.001,0.001,1
0.999,0.001,0.001,0.0,0.001,1
0.001,0.5,0.0,0.0,0.001,1
